AIRPORT_TYPE,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,SERVICE_CLASS,REV_ACRFT_DEP_PERF_510,REV_ENP_FREIGHT_217,REV_ENP_MAIL_219
D,10372,ASE,"Aspen, CO",V,4.00,0.00,0.00
D,11503,EGE,"Eagle, CO",V,1.00,0.00,0.00
D,13469,MRK,"Marco Island, FL",V,1.00,0.00,0.00
D,11540,ELP,"El Paso, TX",V,1.00,0.00,0.00
D,11697,FLL,"Fort Lauderdale, FL",V,141.00,0.00,0.00
D,14635,RSW,"Fort Myers, FL",V,3.00,0.00,0.00
D,11638,FAT,"Fresno, CA",V,8.00,0.00,0.00
D,10557,BFD,"Bradford, PA",V,4.00,0.00,0.00
D,16363,FHB,"Fernandina Beach, FL",V,1.00,0.00,0.00
D,11986,GRR,"Grand Rapids, MI",V,1.00,0.00,0.00
D,12574,TN8,"Nashville, TN",V,26.00,0.00,0.00
D,14320,PWK,"Chicago, IL",V,2.00,0.00,0.00
D,14318,PWA,"Oklahoma City, OK",V,1.00,0.00,0.00
D,11995,GSO,"Greensboro/High Point, NC",V,2.00,0.00,0.00
D,14712,SCF,"Phoenix, AZ",V,1.00,0.00,0.00
D,12028,GVL,"Gainesville, GA",V,2.00,0.00,0.00
D,10529,BDL,"Hartford, CT",V,1.00,0.00,0.00
D,14182,PNE,"Philadelphia, PA",V,4.00,0.00,0.00
D,12191,HOU,"Houston, TX",V,9.00,0.00,0.00
D,12217,HSV,"Huntsville, AL",V,1.00,0.00,0.00
D,16422,GUF,"Gulf Shores, AL",V,1.00,0.00,0.00
D,12339,IND,"Indianapolis, IN",V,27.00,0.00,0.00
D,14262,PSP,"Palm Springs, CA",V,3.00,0.00,0.00
D,12391,ISP,"Islip, NY",V,3.00,0.00,0.00
D,13151,LZU,"Lawrenceville, GA",V,1.00,0.00,0.00
D,13198,MCI,"Kansas City, MO",V,3.00,0.00,0.00
D,11067,CMI,"Champaign/Urbana, IL",V,1.00,0.00,0.00
D,12889,LAS,"Las Vegas, NV",V,23.00,0.00,0.00
D,12992,LIT,"Little Rock, AR",V,1.00,0.00,0.00
D,16783,GA7,"Greensboro, GA",V,1.00,0.00,0.00
D,12954,LGB,"Long Beach, CA",V,7.00,0.00,0.00
D,10732,BQN,"Aguadilla, PR",V,1.00,0.00,0.00
D,12892,LAX,"Los Angeles, CA",V,4.00,0.00,0.00
D,14730,SDF,"Louisville, KY",V,3.00,0.00,0.00
D,15356,TTN,"Trenton, NJ",V,1.00,0.00,0.00
D,13341,MKC,"Kansas City, MO",V,4.00,0.00,0.00
D,12965,LGU,"Logan, UT",V,14.00,0.00,0.00
D,13485,MSN,"Madison, WI",V,3.00,0.00,0.00
D,13244,MEM,"Memphis, TN",V,2.00,0.00,0.00
D,13303,MIA,"Miami, FL",V,3.00,0.00,0.00
D,13461,MQY,"Smyrna, TN",V,101.00,0.00,0.00
D,13342,MKE,"Milwaukee, WI",V,1.00,0.00,0.00
D,13487,MSP,"Minneapolis, MN",V,1.00,0.00,0.00
D,10693,BNA,"Nashville, TN",V,162.00,0.00,0.00
D,11790,FTY,"Atlanta, GA",V,1.00,0.00,0.00
D,10325,APA,"Denver, CO",V,2.00,0.00,0.00
D,15070,SWF,"Newburgh/Poughkeepsie, NY",V,1.00,0.00,0.00
D,11931,GLH,"Greenville, MS",V,54.00,0.00,0.00
D,10965,CGF,"Cleveland, OH",V,1.00,0.00,0.00
D,13495,MSY,"New Orleans, LA",V,4.00,0.00,0.00
D,12878,LAF,"Lafayette, IN",V,1.00,0.00,0.00
D,12478,JFK,"New York, NY",V,2.00,0.00,0.00
D,13505,MTN,"Baltimore, MD",V,3.00,0.00,0.00
D,14530,RIL,"Rifle, CO",V,1.00,0.00,0.00
D,13931,ORF,"Norfolk, VA",V,3.00,0.00,0.00
D,13796,OAK,"Oakland, CA",V,56.00,0.00,0.00
D,13851,OKC,"Oklahoma City, OK",V,1.00,0.00,0.00
D,13871,OMA,"Omaha, NE",V,3.00,0.00,0.00
D,11953,GNV,"Gainesville, FL",V,3.00,0.00,0.00
D,13484,MSL,"Muscle Shoals, AL",V,56.00,0.00,0.00
D,13655,NEW,"New Orleans, LA",V,4.00,0.00,0.00
D,13204,MCO,"Orlando, FL",V,1.00,0.00,0.00
D,14100,PHL,"Philadelphia, PA",V,5.00,0.00,0.00
D,14107,PHX,"Phoenix, AZ",V,61.00,0.00,0.00
D,13203,MCN,"Macon, GA",V,55.00,0.00,0.00
D,14122,PIT,"Pittsburgh, PA",V,5.00,0.00,0.00
D,11376,DPA,"Chicago, IL",V,2.00,0.00,0.00
D,14057,PDX,"Portland, OR",V,3.00,0.00,0.00
D,14307,PVD,"Providence, RI",V,8.00,0.00,0.00
D,11904,GGE,"Georgetown, SC",V,2.00,0.00,0.00
D,14492,RDU,"Raleigh/Durham, NC",V,3.00,0.00,0.00
D,14570,RNO,"Reno, NV",V,4.00,0.00,0.00
D,14524,RIC,"Richmond, VA",V,4.00,0.00,0.00
D,13870,OLV,"Olive Branch, MS",V,1.00,0.00,0.00
D,14996,SSI,"Brunswick, GA",V,3.00,0.00,0.00
D,14512,RFD,"Rockford, IL",V,3.00,0.00,0.00
D,14893,SMF,"Sacramento, CA",V,3.00,0.00,0.00
D,15016,STL,"St. Louis, MO",V,8.00,0.00,0.00
D,14869,SLC,"Salt Lake City, UT",V,12.00,0.00,0.00
D,14683,SAT,"San Antonio, TX",V,2.00,0.00,0.00
D,11719,FNL,"Fort Collins/Loveland, CO",V,4.00,0.00,0.00
D,14679,SAN,"San Diego, CA",V,10.00,0.00,0.00
D,12055,GYY,"Gary, IN",V,1.00,0.00,0.00
D,14771,SFO,"San Francisco, CA",V,2.00,0.00,0.00
D,14831,SJC,"San Jose, CA",V,6.00,0.00,0.00
D,14843,SJU,"San Juan, PR",V,1.00,0.00,0.00
D,14814,SHV,"Shreveport, LA",V,1.00,0.00,0.00
D,11775,FSD,"Sioux Falls, SD",V,2.00,0.00,0.00
D,12094,HDN,"Hayden, CO",V,1.00,0.00,0.00
D,15304,TPA,"Tampa, FL",V,8.00,0.00,0.00
D,14761,SFB,"Sanford, FL",V,1.00,0.00,0.00
D,15383,TVL,"Lake Tahoe, CA",V,1.00,0.00,0.00
D,15376,TUS,"Tucson, AZ",V,6.00,0.00,0.00
D,15370,TUL,"Tulsa, OK",V,3.00,0.00,0.00
D,11434,DUA,"Durant, OK",V,2.00,0.00,0.00
D,12264,IAD,"Washington, DC",V,17.00,0.00,0.00
D,11198,CVO,"Corvallis, OR",V,1.00,0.00,0.00
D,11278,DCA,"Washington, DC",V,1.00,0.00,0.00
D,14027,PBI,"West Palm Beach/Palm Beach, FL",V,131.00,0.00,0.00
D,12197,HPN,"White Plains, NY",V,248.00,0.00,0.00
D,10329,APF,"Naples, FL",V,10.00,0.00,0.00
D,11764,FRG,"East Farmingdale, NY",V,14.00,0.00,0.00
D,15618,VNY,"Van Nuys, CA",V,7.00,0.00,0.00
D,14092,PGV,"Greenville, NC",V,1.00,0.00,0.00
D,10423,AUS,"Austin, TX",V,5.00,0.00,0.00
D,15167,TEB,"Teterboro, NJ",V,71.00,0.00,0.00
D,11996,GSP,"Greer, SC",V,24.00,0.00,0.00
D,13809,OCF,"Ocala, FL",V,1.00,0.00,0.00
D,13158,MAF,"Midland/Odessa, TX",V,2.00,0.00,0.00
D,14288,PUB,"Pueblo, CO",V,1.00,0.00,0.00
D,15014,STJ,"St. Joseph, MO",V,1.00,0.00,0.00
D,14986,SRQ,"Sarasota/Bradenton, FL",V,5.00,0.00,0.00
D,14685,SAV,"Savannah, GA",V,1.00,0.00,0.00
D,10268,ALO,"Waterloo, IA",V,2.00,0.00,0.00
D,10216,AHN,"Athens, GA",V,1.00,0.00,0.00
D,11481,ECP,"Panama City, FL",V,9.00,0.00,0.00
D,13936,ORL,"Orlando, FL",V,8.00,0.00,0.00
D,11884,GEG,"Spokane, WA",V,2.00,0.00,0.00
D,14783,SGF,"Springfield, MO",V,1.00,0.00,0.00
D,12363,IPL,"El Centro, CA",V,1.00,0.00,0.00
D,15249,TLH,"Tallahassee, FL",V,1.00,0.00,0.00
D,11870,GCY,"Greeneville, TN",V,1.00,0.00,0.00
D,14112,PIE,"St. Petersburg, FL",V,1.00,0.00,0.00
D,10478,BAF,"Westfield, MA",V,2.00,0.00,0.00
D,13422,MOB,"Mobile, AL",V,1.00,0.00,0.00
D,10559,BFI,"Seattle, WA",V,7.00,0.00,0.00
D,16816,FL8,"Deland, FL",V,1.00,0.00,0.00
D,10713,BOI,"Boise, ID",V,3.00,0.00,0.00
D,13029,LNK,"Lincoln, NE",V,7.00,0.00,0.00
D,14802,SHD,"Staunton, VA",V,1.00,0.00,0.00
D,14736,SDM,"San Diego, CA",V,3.00,0.00,0.00
D,15043,SUS,"St. Louis, MO",V,11.00,0.00,0.00
D,11003,CID,"Cedar Rapids/Iowa City, IA",V,4.00,0.00,0.00
D,11612,EVV,"Evansville, IN",V,3.00,0.00,0.00
D,15412,TYS,"Knoxville, TN",V,2.00,0.00,0.00
D,11165,CTH,"Coatesville, PA",V,1.00,0.00,0.00
D,14630,RSN,"Ruston, LA",V,2.00,0.00,0.00
D,12223,HTS,"Ashland, WV",V,4.00,0.00,0.00
D,10756,BRY,"Bardstown, KY",V,1.00,0.00,0.00
D,11111,COU,"Columbia, MO",V,1.00,0.00,0.00
D,13543,MWA,"Marion/Herrin, IL",V,6.00,0.00,0.00
D,10654,BKW,"Beckley, WV",V,104.00,0.00,0.00
D,10819,BWG,"Bowling Green, KY",V,2.00,0.00,0.00
D,10135,ABE,"Allentown/Bethlehem/Easton, PA",V,1.00,0.00,0.00
D,11603,EUG,"Eugene, OR",V,2.00,0.00,0.00
D,12153,HLG,"Wheeling, WV",V,3.00,0.00,0.00
D,13264,MFR,"Medford, OR",V,3.00,0.00,0.00
D,14711,SCE,"State College, PA",V,2.00,0.00,0.00
D,12882,LAL,"Lakeland, FL",V,2.00,0.00,0.00
D,10930,CEC,"Crescent City, CA",V,32.00,0.00,0.00
D,14689,SBA,"Santa Barbara, CA",V,2.00,0.00,0.00
D,11233,CYS,"Cheyenne, WY",V,1.00,0.00,0.00
D,10990,CHO,"Charlottesville, VA",V,3.00,0.00,0.00
D,10910,CCR,"Concord, CA",V,2.00,0.00,0.00
D,13958,OSU,"Columbus, OH",V,2.00,0.00,0.00
D,13898,OPF,"Miami, FL",V,57.00,0.00,0.00
D,15615,VNC,"Venice, FL",V,1.00,0.00,0.00
D,11252,DAB,"Daytona Beach, FL",V,1.00,0.00,0.00
D,15042,SUO,"Sunriver, OR",V,1.00,0.00,0.00
D,12951,LFT,"Lafayette, LA",V,1.00,0.00,0.00
D,15465,ULS,"Ulysses, KS",V,1.00,0.00,0.00
D,13577,MYR,"Myrtle Beach, SC",V,2.00,0.00,0.00
D,16751,FL7,"Placida, FL",V,1.00,0.00,0.00
D,16853,1TX,"Dumas, TX",V,1.00,0.00,0.00
D,12149,HKY,"Hickory, NC",V,1.00,0.00,0.00
D,16897,2TX,"Brenham, TX",V,1.00,0.00,0.00
D,15447,UGN,"Waukegan, IL",V,2.00,0.00,0.00
D,16951,1VA,"Warrenton, VA",V,1.00,0.00,0.00
D,10208,AGS,"Augusta, GA",V,1.00,0.00,0.00
D,10540,BED,"Bedford, MA",V,4.00,0.00,0.00
D,16952,MS5,"Cleveland, MS",V,1.00,0.00,0.00
D,10535,BDR,"Bridgeport, CT",V,1.00,0.00,0.00
D,14081,PGA,"Page, AZ",V,44.00,0.00,0.00
D,11123,CPS,"St. Louis, MO",V,30.00,0.00,0.00
D,11421,DSI,"Destin, FL",V,17.00,0.00,0.00
D,14614,RQV,"Salt Lake City, UT",V,2.00,0.00,0.00
D,11627,RBK,"Murrieta/Temecula, CA",V,1.00,0.00,0.00
D,10400,ATO,"Athens, OH",V,4.00,0.00,0.00
D,16876,SC6,"Charleston, SC",V,1.00,0.00,0.00
D,11648,FCA,"Kalispell, MT",V,1.00,0.00,0.00
D,12945,LEX,"Lexington, KY",V,1.00,0.00,0.00
D,12124,HHH,"Hilton Head, SC",V,4.00,0.00,0.00
D,13377,MLU,"Monroe, LA",V,1.00,0.00,0.00
D,11624,EYW,"Key West, FL",V,3.00,0.00,0.00
D,15497,UST,"St. Augustine, FL",V,1.00,0.00,0.00
D,13464,MRC,"Columbia, TN",V,1.00,0.00,0.00
D,14050,PDK,"Atlanta, GA",V,9.00,0.00,0.00
D,14131,PKB,"Parkersburg, WV",V,57.00,0.00,0.00
D,12888,LAR,"Laramie, WY",V,5.00,0.00,0.00
D,12388,ISM,"Orlando, FL",V,1.00,0.00,0.00
D,12884,LAN,"Lansing, MI",V,2.00,0.00,0.00
D,11659,FDY,"Findlay, OH",V,1.00,0.00,0.00
D,10630,BJC,"Broomfield, CO",V,1.00,0.00,0.00
D,15669,VWX,"Hondo, TX",V,1.00,0.00,0.00
D,10361,ART,"Watertown, NY",V,1.00,0.00,0.00
D,10519,BCT,"Boca Raton, FL",V,6.00,0.00,0.00
D,14303,PUW,"Pullman, WA",V,5.00,0.00,0.00
D,13105,LUK,"Cincinnati, OH",V,5.00,0.00,0.00
D,13418,MNZ,"Manassas, VA",V,3.00,0.00,0.00
D,13398,MMU,"Morristown, NJ",V,2.00,0.00,0.00
D,12484,JGG,"Williamsburg, VA",V,2.00,0.00,0.00
D,14938,SOP,"Pinehurst/Southern Pines, NC",V,1.00,0.00,0.00
D,14314,PVU,"Provo, UT",V,3.00,0.00,0.00
D,16879,T4X,"Llano, TX",V,1.00,0.00,0.00
D,14949,SPF,"Spearfish, SD",V,1.00,0.00,0.00
D,11197,CVN,"Clovis, NM",K,154.00,0.00,0.00
D,10409,ATY,"Watertown, SD",K,154.00,0.00,0.00
D,13930,ORD,"Chicago, IL",K,151.00,0.00,0.00
D,11298,DFW,"Dallas/Fort Worth, TX",K,77.00,0.00,0.00
D,11292,DEN,"Denver, CO",K,551.00,0.00,0.00
D,13487,MSP,"Minneapolis, MN",K,227.00,0.00,0.00
D,15381,TVF,"Thief River Falls, MN",K,151.00,0.00,0.00
D,10221,AIA,"Alliance, NE",K,154.00,0.00,0.00
D,14107,PHX,"Phoenix, AZ",K,90.00,0.00,0.00
D,12412,IWD,"Ironwood, MI",K,151.00,0.00,0.00
D,15177,TEX,"Telluride, CO",K,180.00,0.00,0.00
D,14120,PIR,"Pierre, SD",K,153.00,0.00,0.00
D,10257,ALB,"Albany, NY",K,126.00,1728.00,0.00
D,10140,ABQ,"Albuquerque, NM",K,335.00,4881.00,13.00
D,10397,ATL,"Atlanta, GA",K,272.00,8480.00,1149.00
D,10821,BWI,"Baltimore, MD",K,115.00,2140.00,586.00
D,10620,BIL,"Billings, MT",K,269.00,3484.00,0.00
D,10599,BHM,"Birmingham, AL",K,75.00,1559.00,0.00
D,14574,ROA,"Roanoke, VA",K,63.00,874.00,0.00
D,10721,BOS,"Boston, MA",K,248.00,5150.00,691.00
D,10792,BUF,"Buffalo, NY",K,197.00,3049.00,0.00
D,10800,BUR,"Burbank, CA",K,102.00,2765.00,0.00
D,11057,CLT,"Charlotte, NC",K,166.00,3693.00,934.00
D,13930,ORD,"Chicago, IL",K,266.00,7000.00,1734.00
D,11193,CVG,"Cincinnati, OH",K,1.00,100.00,0.00
D,11042,CLE,"Cleveland, OH",K,157.00,3714.00,5.00
D,10868,CAE,"Columbia, SC",K,308.00,5169.00,262.00
D,11298,DFW,"Dallas/Fort Worth, TX",K,1504.00,34544.00,2439.00
D,11292,DEN,"Denver, CO",K,588.00,9202.00,675.00
D,11423,DSM,"Des Moines, IA",K,63.00,1306.00,0.00
D,11433,DTW,"Detroit, MI",K,213.00,4459.00,911.00
D,11540,ELP,"El Paso, TX",K,230.00,5374.00,0.00
D,11697,FLL,"Fort Lauderdale, FL",K,82.00,1088.00,0.00
D,14635,RSW,"Fort Myers, FL",K,113.00,507.00,0.00
D,11638,FAT,"Fresno, CA",K,100.00,1061.00,0.00
D,11995,GSO,"Greensboro/High Point, NC",K,125.00,2174.00,0.00
D,13230,MDT,"Harrisburg, PA",K,116.00,3287.00,0.00
D,10529,BDL,"Hartford, CT",K,421.00,6193.00,655.00
D,12173,HNL,"Honolulu, HI",K,386.00,12907.00,198.00
D,12266,IAH,"Houston, TX",K,342.00,7820.00,1011.00
D,12217,HSV,"Huntsville, AL",K,100.00,1595.00,27.00
D,12448,JAN,"Jackson/Vicksburg, MS",K,137.00,974.00,0.00
D,12451,JAX,"Jacksonville, FL",K,318.00,4720.00,991.00
D,13830,OGG,"Kahului, HI",K,64.00,1307.00,0.00
D,13198,MCI,"Kansas City, MO",K,113.00,3849.00,0.00
D,12889,LAS,"Las Vegas, NV",K,103.00,3051.00,228.00
D,12992,LIT,"Little Rock, AR",K,158.00,1740.00,0.00
D,12954,LGB,"Long Beach, CA",K,64.00,2239.00,0.00
D,12892,LAX,"Los Angeles, CA",K,170.00,4562.00,784.00
D,14730,SDF,"Louisville, KY",K,12118.00,388079.00,28355.00
D,12896,LBB,"Lubbock, TX",K,98.00,2239.00,2.00
D,13244,MEM,"Memphis, TN",K,214.00,4954.00,0.00
D,13303,MIA,"Miami, FL",K,1158.00,28438.00,976.00
D,13342,MKE,"Milwaukee, WI",K,64.00,2531.00,0.00
D,13487,MSP,"Minneapolis, MN",K,419.00,7800.00,933.00
D,13256,MFE,"Mission/McAllen/Edinburg, TX",K,64.00,1423.00,0.00
D,13295,MHR,"Sacramento, CA",K,345.00,6745.00,629.00
D,15070,SWF,"Newburgh/Poughkeepsie, NY",K,48.00,855.00,0.00
D,13495,MSY,"New Orleans, LA",K,160.00,1273.00,666.00
D,10146,ABY,"Albany, GA",K,211.00,3048.00,27.00
D,12478,JFK,"New York, NY",K,247.00,5759.00,1031.00
D,11618,EWR,"Newark, NJ",K,605.00,18148.00,1440.00
D,13931,ORF,"Norfolk, VA",K,63.00,392.00,0.00
D,13796,OAK,"Oakland, CA",K,542.00,13009.00,1314.00
D,13851,OKC,"Oklahoma City, OK",K,63.00,1273.00,0.00
D,13871,OMA,"Omaha, NE",K,163.00,2158.00,375.00
D,13891,ONT,"Ontario, CA",K,2155.00,62721.00,3355.00
D,13204,MCO,"Orlando, FL",K,434.00,8663.00,862.00
D,14108,PIA,"Peoria, IL",K,72.00,1562.00,0.00
D,14100,PHL,"Philadelphia, PA",K,1941.00,51701.00,1173.00
D,14107,PHX,"Phoenix, AZ",K,700.00,12740.00,1727.00
D,14122,PIT,"Pittsburgh, PA",K,208.00,3470.00,939.00
D,14057,PDX,"Portland, OR",K,488.00,9888.00,1730.00
D,14307,PVD,"Providence, RI",K,126.00,547.00,0.00
D,14492,RDU,"Raleigh/Durham, NC",K,262.00,3719.00,7.00
D,14570,RNO,"Reno, NV",K,267.00,4360.00,239.00
D,14524,RIC,"Richmond, VA",K,210.00,2494.00,0.00
D,14512,RFD,"Rockford, IL",K,1642.00,36776.00,1294.00
D,15016,STL,"St. Louis, MO",K,126.00,2188.00,3.00
D,14869,SLC,"Salt Lake City, UT",K,435.00,9507.00,1530.00
D,14683,SAT,"San Antonio, TX",K,381.00,8097.00,578.00
D,14679,SAN,"San Diego, CA",K,101.00,3498.00,258.00
D,12055,GYY,"Gary, IN",K,94.00,1703.00,0.00
D,14831,SJC,"San Jose, CA",K,108.00,2148.00,0.00
D,14843,SJU,"San Juan, PR",K,246.00,3469.00,518.00
D,14908,SNA,"Santa Ana, CA",K,50.00,955.00,0.00
D,14814,SHV,"Shreveport, LA",K,66.00,441.00,0.00
D,14691,SBD,"San Bernardino, CA",K,277.00,5222.00,0.00
D,11775,FSD,"Sioux Falls, SD",K,169.00,4564.00,0.00
D,13061,LRD,"Laredo, TX",K,63.00,631.00,0.00
D,15096,SYR,"Syracuse, NY",K,228.00,2546.00,241.00
D,15304,TPA,"Tampa, FL",K,225.00,3487.00,937.00
D,15370,TUL,"Tulsa, OK",K,123.00,1701.00,0.00
D,12264,IAD,"Washington, DC",K,62.00,1252.00,0.00
D,14027,PBI,"West Palm Beach/Palm Beach, FL",K,171.00,1667.00,0.00
D,12917,LCK,"Columbus, OH",K,74.00,1369.00,0.00
D,12278,ICT,"Wichita, KS",K,78.00,809.00,0.00
D,10299,ANC,"Anchorage, AK",K,1329.00,97509.00,2.00
D,10423,AUS,"Austin, TX",K,111.00,2326.00,0.00
D,11996,GSP,"Greer, SC",K,98.00,1622.00,0.00
D,14696,SBN,"South Bend, IN",K,51.00,407.00,0.00
D,11884,GEG,"Spokane, WA",K,206.00,2373.00,0.00
D,14783,SGF,"Springfield, MO",K,93.00,994.00,0.00
D,10559,BFI,"Seattle, WA",K,440.00,9434.00,1328.00
D,10713,BOI,"Boise, ID",K,245.00,3960.00,0.00
D,11003,CID,"Cedar Rapids/Iowa City, IA",K,143.00,2634.00,6.00
D,15412,TYS,"Knoxville, TN",K,64.00,1143.00,3.00
D,12758,KOA,"Kona, HI",K,63.00,2092.00,0.00
D,12982,LIH,"Lihue, HI",K,64.00,715.00,0.00
D,13296,MHT,"Manchester, NH",K,279.00,5274.00,628.00
D,11823,FWA,"Fort Wayne, IN",K,98.00,1290.00,0.00
D,12951,LFT,"Lafayette, LA",K,111.00,1050.00,7.00
D,14193,PNS,"Pensacola, FL",K,111.00,1025.00,0.00
D,11630,FAI,"Fairbanks, AK",K,2.00,33.00,0.00
D,11637,FAR,"Fargo, ND",K,142.00,1947.00,1.00
D,12884,LAN,"Lansing, MI",K,110.00,2499.00,0.00
D,12016,GUM,"Guam, TT",K,13.00,162.00,0.00
D,14730,SDF,"Louisville, KY",V,5.00,123.00,0.00
D,13667,NGU,"Norfolk, VA",V,4.00,72.00,0.00
D,15842,WRI,"Fort Dix, NJ",V,2.00,21.00,0.00
D,14100,PHL,"Philadelphia, PA",V,1.00,19.00,0.00
D,10397,ATL,"Atlanta, GA",V,1.00,0.00,0.00
D,10821,BWI,"Baltimore, MD",V,2.00,0.00,0.00
D,11193,CVG,"Cincinnati, OH",V,1.00,0.00,0.00
D,11066,CMH,"Columbus, OH",V,3.00,0.00,0.00
D,14635,RSW,"Fort Myers, FL",V,1.00,0.00,0.00
D,12191,HOU,"Houston, TX",V,2.00,0.00,0.00
D,12451,JAX,"Jacksonville, FL",V,1.00,0.00,0.00
D,14730,SDF,"Louisville, KY",V,1.00,0.00,0.00
D,12896,LBB,"Lubbock, TX",V,1.00,0.00,0.00
D,13341,MKC,"Kansas City, MO",V,1.00,0.00,0.00
D,13244,MEM,"Memphis, TN",V,2.00,0.00,0.00
D,13303,MIA,"Miami, FL",V,135.00,0.00,0.00
D,13487,MSP,"Minneapolis, MN",V,1.00,0.00,0.00
D,13256,MFE,"Mission/McAllen/Edinburg, TX",V,1.00,0.00,0.00
D,15070,SWF,"Newburgh/Poughkeepsie, NY",V,1.00,0.00,0.00
D,11618,EWR,"Newark, NJ",V,1.00,0.00,0.00
D,13204,MCO,"Orlando, FL",V,1.00,0.00,0.00
D,14492,RDU,"Raleigh/Durham, NC",V,2.00,0.00,0.00
D,14524,RIC,"Richmond, VA",V,2.00,0.00,0.00
D,15016,STL,"St. Louis, MO",V,2.00,0.00,0.00
D,15096,SYR,"Syracuse, NY",V,1.00,0.00,0.00
D,13422,MOB,"Mobile, AL",V,1.00,0.00,0.00
D,14711,SCE,"State College, PA",V,2.00,0.00,0.00
D,10990,CHO,"Charlottesville, VA",V,1.00,0.00,0.00
D,11789,FTW,"Dallas/Fort Worth, TX",V,1.00,0.00,0.00
D,11973,GPT,"Gulfport/Biloxi, MS",V,1.00,0.00,0.00
D,13434,MOU,"Mountain Village, AK",K,25.00,0.00,0.00
D,10551,BET,"Bethel, AK",K,2143.00,44.00,370.00
D,15257,TLT,"Tuluksak, AK",K,169.00,0.00,0.00
D,15282,TNK,"Tununak, AK",K,51.00,0.00,0.00
D,15798,WNA,"Napakiak, AK",K,118.00,0.00,0.00
D,15862,WTL,"Tuntutuliak, AK",K,83.00,0.00,0.00
D,15887,WWT,"Newtok, AK",K,26.00,0.00,0.00
D,10241,AKI,"Akiak, AK",K,123.00,0.00,1.00
D,10405,ATT,"Atmautluak, AK",K,119.00,0.00,0.00
D,10416,AUK,"Alakanuk, AK",K,3.00,,
D,11227,CYF,"Chefornak, AK",K,160.00,0.00,0.00
D,11492,EEK,"Eek, AK",K,167.00,0.00,0.00
D,11952,GNU,"Goodnews Bay, AK",K,155.00,0.00,0.00
D,12195,HPB,"Hooper Bay, AK",K,4.00,,
D,12708,KKH,"Kongiganak, AK",K,79.00,0.00,0.00
D,12709,KKI,"Akiachak, AK",K,130.00,0.00,0.00
D,12779,KPN,"Kipnuk, AK",K,148.00,0.00,0.00
D,11550,EMK,"Emmonak, AK",K,4.00,,
D,12831,KUK,"Kasigluk, AK",K,174.00,0.00,1.00
D,12851,KWK,"Kwigillingok, AK",K,50.00,0.00,0.00
D,12853,KWN,"Quinhagak, AK",K,104.00,0.00,0.00
D,12855,KWT,"Kwethluk, AK",K,126.00,0.00,1.00
D,13369,MLL,"Marshall, AK",K,191.00,0.00,0.00
D,12807,KSM,"St. Mary's, AK",K,93.00,7.00,7.00
D,13710,NME,"Nightmute, AK",K,42.00,0.00,0.00
D,13770,NUP,"Nunapitchuk, AK",K,105.00,0.00,0.00
D,13894,OOK,"Toksook, AK",K,67.00,0.00,0.00
D,14130,PKA,"Napaskiak, AK",K,64.00,0.00,0.00
D,14282,PTU,"Platinum, AK",K,46.00,0.00,0.00
D,14627,RSH,"Russian Mission, AK",K,115.00,0.00,0.00
D,14718,SCM,"Scammon Bay, AK",K,5.00,,
D,15085,SXP,"Sheldon Point, AK",K,4.00,,
D,14234,PQS,"Pilot Station, AK",K,148.00,0.00,0.00
D,12769,KOT,"Kotlik, AK",K,4.00,,
D,13434,MOU,"Mountain Village, AK",V,4.00,0.00,0.00
D,10551,BET,"Bethel, AK",V,55.00,0.00,0.00
D,14880,SLQ,"Sleetmute, AK",V,1.00,,
D,14987,SRV,"Stony River, AK",V,1.00,,
D,15257,TLT,"Tuluksak, AK",V,1.00,,
D,15554,VAK,"Chevak, AK",V,2.00,0.00,0.00
D,15798,WNA,"Napakiak, AK",V,2.00,,
D,15887,WWT,"Newtok, AK",V,1.00,,
D,10241,AKI,"Akiak, AK",V,2.00,0.00,0.00
D,10405,ATT,"Atmautluak, AK",V,1.00,0.00,0.00
D,10416,AUK,"Alakanuk, AK",V,1.00,0.00,0.00
D,11492,EEK,"Eek, AK",V,27.00,1.00,0.00
D,12708,KKH,"Kongiganak, AK",V,2.00,0.00,0.00
D,12779,KPN,"Kipnuk, AK",V,2.00,,
D,11550,EMK,"Emmonak, AK",V,2.00,0.00,0.00
D,12831,KUK,"Kasigluk, AK",V,1.00,,
D,12851,KWK,"Kwigillingok, AK",V,5.00,0.00,0.00
D,12853,KWN,"Quinhagak, AK",V,5.00,0.00,0.00
D,12855,KWT,"Kwethluk, AK",V,2.00,,
D,13369,MLL,"Marshall, AK",V,4.00,,
D,12807,KSM,"St. Mary's, AK",V,28.00,0.00,0.00
D,13894,OOK,"Toksook, AK",V,3.00,0.00,0.00
D,14130,PKA,"Napaskiak, AK",V,5.00,0.00,0.00
D,14627,RSH,"Russian Mission, AK",V,6.00,0.00,0.00
D,14718,SCM,"Scammon Bay, AK",V,33.00,0.00,0.00
D,15085,SXP,"Sheldon Point, AK",V,1.00,,
D,14234,PQS,"Pilot Station, AK",V,6.00,0.00,0.00
D,12769,KOT,"Kotlik, AK",V,11.00,0.00,0.00
D,14470,RBN,"Fort Jefferson, FL",V,604.00,0.00,0.00
D,11624,EYW,"Key West, FL",V,604.00,0.00,0.00
D,11697,FLL,"Fort Lauderdale, FL",K,395.00,1.00,0.00
