AIRPORT_TYPE,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,SERVICE_CLASS,REV_ACRFT_DEP_PERF_510,REV_ENP_FREIGHT_217,REV_ENP_MAIL_219
D,13244,MEM,"Memphis, TN",K,162.00,0.00,0.00
D,13032,LNS,"Lancaster, PA",K,396.00,0.00,0.00
D,11441,DUJ,"DuBois, PA",K,475.00,0.00,0.00
D,12190,HOT,"Hot Springs, AR",K,233.00,0.00,0.00
D,10925,CDR,"Chadron, NE",K,152.00,0.00,0.00
D,14122,PIT,"Pittsburgh, PA",K,788.00,0.00,0.00
D,14307,PVD,"Providence, RI",K,140.00,0.00,0.00
D,12264,IAD,"Washington, DC",K,855.00,0.00,0.00
D,12363,IPL,"El Centro, CA",K,316.00,0.00,0.00
D,13109,LUP,"Kalaupapa, HI",K,419.00,0.00,0.00
D,13520,MUE,"Kamuela, HI",K,182.00,0.00,0.00
D,10154,ACK,"Nantucket, MA",K,309.00,0.00,0.00
D,12758,KOA,"Kona, HI",K,680.00,0.00,0.00
D,12174,HNM,"Hana, HI",K,181.00,0.00,0.00
D,11421,DSI,"Destin, FL",K,6.00,0.00,0.00
D,12492,JHM,"Kapalua, HI",K,349.00,0.00,0.00
D,12207,HRO,"Harrison, AR",K,234.00,0.00,0.00
D,13348,MKL,"Jackson, TN",K,74.00,0.00,0.00
D,11531,ELD,"El Dorado, AR",K,225.00,0.00,0.00
D,10140,ABQ,"Albuquerque, NM",V,1.00,0.00,0.00
D,14712,SCF,"Phoenix, AZ",V,1.00,0.00,0.00
D,15434,UDD,"Bermuda Dunes, CA",V,1.00,0.00,0.00
D,14570,RNO,"Reno, NV",V,1.00,0.00,0.00
D,10559,BFI,"Seattle, WA",V,1.00,0.00,0.00
D,11085,CNM,"Carlsbad, NM",V,1.00,0.00,0.00
D,10140,ABQ,"Albuquerque, NM",K,223.00,0.00,0.00
D,15393,TX1,"Mesquite, TX",K,1.00,0.00,0.00
D,15342,TSM,"Taos, NM",K,53.00,0.00,0.00
D,10800,BUR,"Burbank, CA",K,26.00,0.00,0.00
D,11259,DAL,"Dallas, TX",K,12.00,0.00,0.00
D,14674,SAF,"Santa Fe, NM",K,2.00,0.00,0.00
D,13194,MCE,"Merced, CA",K,283.00,0.00,0.00
D,12889,LAS,"Las Vegas, NV",K,133.00,0.00,0.00
D,12954,LGB,"Long Beach, CA",K,2.00,0.00,0.00
D,12892,LAX,"Los Angeles, CA",K,149.00,0.00,0.00
D,14967,SQL,"San Carlos, CA",K,166.00,0.00,0.00
D,14107,PHX,"Phoenix, AZ",K,113.00,0.00,0.00
D,14570,RNO,"Reno, NV",K,5.00,0.00,0.00
D,14831,SJC,"San Jose, CA",K,6.00,0.00,0.00
D,15232,TKF,"Truckee, CA",K,38.00,0.00,0.00
D,13388,MMH,"Mammoth Lakes, CA",K,80.00,0.00,0.00
D,11041,CLD,"Carlsbad, CA",K,48.00,0.00,0.00
D,10423,AUS,"Austin, TX",K,14.00,0.00,0.00
D,10194,AFW,"Dallas/Fort Worth, TX",K,1.00,0.00,0.00
D,12127,HHR,"Hawthorne, CA",K,124.00,0.00,0.00
D,10617,BIH,"Bishop, CA",K,1.00,0.00,0.00
D,10857,C01,"Camarillo, CA",K,2.00,0.00,0.00
D,14689,SBA,"Santa Barbara, CA",K,87.00,0.00,0.00
D,13249,MER,"Atwater, CA",K,1.00,0.00,0.00
D,15051,SVC,"Silver City/Hurley, NM",K,318.00,0.00,0.00
D,16879,T4X,"Llano, TX",K,1.00,0.00,0.00
D,10140,ABQ,"Albuquerque, NM",V,1.00,0.00,0.00
D,11537,ELM,"Elmira/Corning, NY",V,2.00,0.00,0.00
D,10800,BUR,"Burbank, CA",V,1.00,0.00,0.00
D,10171,ADS,"Dallas, TX",V,3.00,0.00,0.00
D,10245,AKN,"King Salmon, AK",V,1.00,0.00,0.00
D,11259,DAL,"Dallas, TX",V,3.00,0.00,0.00
D,11267,DAY,"Dayton, OH",V,1.00,0.00,0.00
D,10372,ASE,"Aspen, CO",V,2.00,0.00,0.00
D,11638,FAT,"Fresno, CA",V,1.00,0.00,0.00
D,14712,SCF,"Phoenix, AZ",V,2.00,0.00,0.00
D,15498,UT1,"Heber, UT",V,3.00,0.00,0.00
D,15815,WQC,"Hamilton, MT",V,1.00,0.00,0.00
D,14898,SMO,"Santa Monica, CA",V,1.00,0.00,0.00
D,14670,SAA,"Saratoga, WY",V,1.00,0.00,0.00
D,15434,UDD,"Bermuda Dunes, CA",V,3.00,0.00,0.00
D,14236,PRB,"Paso Robles, CA",V,3.00,0.00,0.00
D,12191,HOU,"Houston, TX",V,1.00,0.00,0.00
D,12544,USA,"Concord, NC",V,2.00,0.00,0.00
D,16422,GUF,"Gulf Shores, AL",V,2.00,0.00,0.00
D,14262,PSP,"Palm Springs, CA",V,1.00,0.00,0.00
D,11153,CSN,"Carson City, NV",V,1.00,0.00,0.00
D,12889,LAS,"Las Vegas, NV",V,6.00,0.00,0.00
D,13192,MCC,"Sacramento, CA",V,1.00,0.00,0.00
D,12954,LGB,"Long Beach, CA",V,1.00,0.00,0.00
D,12892,LAX,"Los Angeles, CA",V,2.00,0.00,0.00
D,13868,OLS,"Nogales, AZ",V,1.00,0.00,0.00
D,10325,APA,"Denver, CO",V,1.00,0.00,0.00
D,12007,GTR,"Columbus, MS",V,23.00,0.00,0.00
D,13796,OAK,"Oakland, CA",V,1.00,0.00,0.00
D,13891,ONT,"Ontario, CA",V,1.00,0.00,0.00
D,13655,NEW,"New Orleans, LA",V,2.00,0.00,0.00
D,15310,TPL,"Temple, TX",V,1.00,0.00,0.00
D,14100,PHL,"Philadelphia, PA",V,1.00,0.00,0.00
D,14107,PHX,"Phoenix, AZ",V,7.00,0.00,0.00
D,14570,RNO,"Reno, NV",V,2.00,0.00,0.00
D,14869,SLC,"Salt Lake City, UT",V,5.00,0.00,0.00
D,14679,SAN,"San Diego, CA",V,2.00,0.00,0.00
D,14771,SFO,"San Francisco, CA",V,4.00,0.00,0.00
D,14831,SJC,"San Jose, CA",V,6.00,0.00,0.00
D,14908,SNA,"Santa Ana, CA",V,10.00,0.00,0.00
D,14747,SEA,"Seattle, WA",V,1.00,0.00,0.00
D,15232,TKF,"Truckee, CA",V,1.00,0.00,0.00
D,12094,HDN,"Hayden, CO",V,1.00,0.00,0.00
D,15376,TUS,"Tucson, AZ",V,1.00,0.00,0.00
D,15370,TUL,"Tulsa, OK",V,1.00,0.00,0.00
D,10958,CFT,"Clifton, AZ",V,1.00,0.00,0.00
D,13388,MMH,"Mammoth Lakes, CA",V,1.00,0.00,0.00
D,11041,CLD,"Carlsbad, CA",V,1.00,0.00,0.00
D,12264,IAD,"Washington, DC",V,1.00,0.00,0.00
D,12197,HPN,"White Plains, NY",V,1.00,0.00,0.00
D,15618,VNY,"Van Nuys, CA",V,7.00,0.00,0.00
D,11939,GLS,"Galveston, TX",V,1.00,0.00,0.00
D,10423,AUS,"Austin, TX",V,1.00,0.00,0.00
D,10561,BFL,"Bakersfield, CA",V,1.00,0.00,0.00
D,10385,AST,"Astoria/Seaside, OR",V,1.00,0.00,0.00
D,15167,TEB,"Teterboro, NJ",V,3.00,0.00,0.00
D,13988,OXR,"Oxnard/Ventura, CA",V,1.00,0.00,0.00
D,10559,BFI,"Seattle, WA",V,5.00,0.00,0.00
D,10713,BOI,"Boise, ID",V,2.00,0.00,0.00
D,14698,SBP,"San Luis Obispo, CA",V,1.00,0.00,0.00
D,14588,ROW,"Roswell, NM",V,1.00,0.00,0.00
D,12127,HHR,"Hawthorne, CA",V,56.00,0.00,0.00
D,15454,UIN,"Quincy, IL",V,1.00,0.00,0.00
D,14736,SDM,"San Diego, CA",V,2.00,0.00,0.00
D,11650,FCM,"Minneapolis, MN",V,1.00,0.00,0.00
D,11582,ERV,"Kerrville, TX",V,1.00,0.00,0.00
D,13771,NUQ,"Mountain View, CA",V,1.00,0.00,0.00
D,11603,EUG,"Eugene, OR",V,1.00,0.00,0.00
D,11921,GJT,"Grand Junction, CO",V,1.00,0.00,0.00
D,13476,MRY,"Monterey, CA",V,3.00,0.00,0.00
D,10857,C01,"Camarillo, CA",V,4.00,0.00,0.00
D,13502,MTJ,"Montrose/Delta, CO",V,3.00,0.00,0.00
D,14689,SBA,"Santa Barbara, CA",V,5.00,0.00,0.00
D,15325,TRM,"Thermal, CA",V,5.00,0.00,0.00
D,11789,FTW,"Dallas/Fort Worth, TX",V,2.00,0.00,0.00
D,10747,BRO,"Brownsville, TX",V,2.00,0.00,0.00
D,12233,HUM,"Houma, LA",V,1.00,0.00,0.00
D,12177,HOB,"Hobbs, NM",V,1.00,0.00,0.00
D,12436,IYK,"Inyokern, CA",V,1.00,0.00,0.00
D,12598,JZT,"Arlington, TX",V,23.00,0.00,0.00
D,11648,FCA,"Kalispell, MT",V,1.00,0.00,0.00
D,11092,CNY,"Moab, UT",V,1.00,0.00,0.00
D,10327,APC,"Napa, CA",V,1.00,0.00,0.00
D,16953,HTV,"Huntsville, TX",V,1.00,0.00,0.00
D,11001,CIB,"Avalon, CA",V,1.00,0.00,0.00
D,15051,SVC,"Silver City/Hurley, NM",V,5.00,0.00,0.00
D,13964,OTH,"North Bend/Coos Bay, OR",V,3.00,0.00,0.00
D,14750,SEF,"Sebring, FL",V,1.00,0.00,0.00
D,13076,LSE,"La Crosse, WI",V,1.00,0.00,0.00
D,16817,NV6,"Pahrump, NV",V,2.00,0.00,0.00
D,10630,BJC,"Broomfield, CO",V,1.00,0.00,0.00
D,15589,VGT,"Las Vegas, NV",V,1.00,0.00,0.00
D,15649,VWD,"Hanford, CA",V,1.00,0.00,0.00
D,14794,SGU,"St. George, UT",V,1.00,0.00,0.00
D,14877,SLN,"Salina, KS",V,1.00,0.00,0.00
D,16961,XT2,"Bridgeport, TX",V,1.00,0.00,0.00
D,16962,XT3,"Granbury, TX",V,2.00,0.00,0.00
D,15023,STS,"Santa Rosa, CA",V,3.00,0.00,0.00
D,10136,ABI,"Abilene, TX",K,1.00,3.00,0.00
D,10140,ABQ,"Albuquerque, NM",K,227.00,162.00,0.00
D,11470,EAT,"Wenatchee, WA",K,71.00,35.00,0.00
D,11413,DRO,"Durango, CO",K,79.00,50.00,0.00
D,11711,FMN,"Farmington, NM",K,91.00,27.00,0.00
D,12003,GTF,"Great Falls, MT",K,132.00,357.00,0.00
D,14597,RQE,"Prosser, WA",K,5.00,1.00,0.00
D,12896,LBB,"Lubbock, TX",K,112.00,443.00,0.00
D,13891,ONT,"Ontario, CA",K,64.00,177.00,0.00
D,14107,PHX,"Phoenix, AZ",K,240.00,154.00,0.00
D,14057,PDX,"Portland, OR",K,485.00,499.00,0.00
D,10666,BLI,"Bellingham, WA",K,127.00,55.00,0.00
D,14489,RDM,"Bend/Redmond, OR",K,123.00,69.00,0.00
D,14869,SLC,"Salt Lake City, UT",K,51.00,265.00,0.00
D,13127,LWS,"Lewiston, ID",K,63.00,45.00,0.00
D,11050,CLM,"Port Angeles, WA",K,63.00,23.00,0.00
D,14747,SEA,"Seattle, WA",K,226.00,118.00,0.00
D,11775,FSD,"Sioux Falls, SD",K,61.00,147.00,0.00
D,11198,CVO,"Corvallis, OR",K,64.00,38.00,0.00
D,12278,ICT,"Wichita, KS",K,47.00,177.00,0.00
D,10299,ANC,"Anchorage, AK",K,295.00,529.00,0.00
D,10194,AFW,"Dallas/Fort Worth, TX",K,149.00,624.00,0.00
D,13158,MAF,"Midland/Odessa, TX",K,62.00,166.00,0.00
D,11884,GEG,"Spokane, WA",K,130.00,207.00,0.00
D,16101,YKM,"Yakima, WA",K,87.00,100.00,0.00
D,14457,RAP,"Rapid City, SD",K,62.00,84.00,0.00
D,14252,PSC,"Pasco/Kennewick/Richland, WA",K,113.00,116.00,0.00
D,11603,EUG,"Eugene, OR",K,108.00,54.00,0.00
D,13264,MFR,"Medford, OR",K,149.00,221.00,0.00
D,14689,SBA,"Santa Barbara, CA",K,64.00,94.00,0.00
D,11588,ESD,"Eastsound, WA",K,76.00,8.00,0.00
D,11695,FLG,"Flagstaff, AZ",K,64.00,44.00,0.00
D,11762,FRD,"Friday Harbor, WA",K,62.00,3.00,0.00
D,12018,GUP,"Gallup, NM",K,53.00,8.00,0.00
D,13785,NYL,"Yuma, AZ",K,128.00,110.00,0.00
D,12184,HOM,"Homer, AK",K,64.00,15.00,0.00
D,13890,ONP,"Newport, OR",K,64.00,10.00,0.00
D,10849,BZN,"Bozeman, MT",K,49.00,103.00,0.00
D,11630,FAI,"Fairbanks, AK",K,61.00,106.00,0.00
D,11648,FCA,"Kalispell, MT",K,17.00,16.00,0.00
D,13486,MSO,"Missoula, MT",K,63.00,95.00,0.00
D,11555,ENA,"Kenai, AK",K,70.00,24.00,0.00
D,13024,LMT,"Klamath Falls, OR",K,76.00,37.00,0.00
D,12280,IDA,"Idaho Falls, ID",K,51.00,158.00,0.00
D,12956,LGD,"La Grande, OR",K,61.00,13.00,0.00
D,12132,HII,"Lake Havasu City, AZ",K,65.00,36.00,0.00
D,13540,MVW,"Burlington/Mount Vernon, WA",K,63.00,28.00,0.00
D,13964,OTH,"North Bend/Coos Bay, OR",K,77.00,24.00,0.00
D,14054,PDT,"Pendleton, OR",K,67.00,27.00,0.00
D,14467,RBG,"Roseburg, OR",K,74.00,6.00,0.00
D,14871,SLE,"Salem, OR",K,64.00,38.00,0.00
D,11827,FXE,"Fort Lauderdale, FL",K,431.00,0.00,0.00
D,10257,ALB,"Albany, NY",V,1.00,0.00,0.00
D,10431,AVL,"Asheville, NC",V,1.00,0.00,0.00
D,11219,CXO,"Conroe, TX",V,1.00,0.00,0.00
D,10397,ATL,"Atlanta, GA",V,1.00,0.00,0.00
D,15041,SUN,"Sun Valley/Hailey/Ketchum, ID",V,3.00,0.00,0.00
D,10821,BWI,"Baltimore, MD",V,1.00,0.00,0.00
D,14574,ROA,"Roanoke, VA",V,1.00,0.00,0.00
D,10721,BOS,"Boston, MA",V,3.00,0.00,0.00
D,10792,BUF,"Buffalo, NY",V,1.00,0.00,0.00
D,10800,BUR,"Burbank, CA",V,2.00,0.00,0.00
D,10171,ADS,"Dallas, TX",V,4.00,0.00,0.00
D,12200,HQM,"Hoquiam, WA",V,1.00,0.00,0.00
D,10994,CHS,"Charleston, SC",V,1.00,0.00,0.00
D,12365,IPT,"Williamsport, PA",V,1.00,0.00,0.00
D,10198,AGC,"Pittsburgh, PA",V,1.00,0.00,0.00
D,13930,ORD,"Chicago, IL",V,1.00,0.00,0.00
D,11193,CVG,"Cincinnati, OH",V,1.00,0.00,0.00
D,11042,CLE,"Cleveland, OH",V,2.00,0.00,0.00
D,14275,PTK,"Pontiac, MI",V,2.00,0.00,0.00
D,11109,COS,"Colorado Springs, CO",V,1.00,0.00,0.00
D,11066,CMH,"Columbus, OH",V,3.00,0.00,0.00
D,11298,DFW,"Dallas/Fort Worth, TX",V,2.00,0.00,0.00
D,11259,DAL,"Dallas, TX",V,18.00,0.00,0.00
D,11292,DEN,"Denver, CO",V,1.00,0.00,0.00
D,10372,ASE,"Aspen, CO",V,3.00,0.00,0.00
D,11503,EGE,"Eagle, CO",V,5.00,0.00,0.00
D,11540,ELP,"El Paso, TX",V,1.00,0.00,0.00
D,11697,FLL,"Fort Lauderdale, FL",V,2.00,0.00,0.00
D,14635,RSW,"Fort Myers, FL",V,2.00,0.00,0.00
D,11986,GRR,"Grand Rapids, MI",V,1.00,0.00,0.00
D,14320,PWK,"Chicago, IL",V,1.00,0.00,0.00
D,14318,PWA,"Oklahoma City, OK",V,1.00,0.00,0.00
D,14712,SCF,"Phoenix, AZ",V,13.00,0.00,0.00
D,15498,UT1,"Heber, UT",V,1.00,0.00,0.00
D,12819,KTN,"Ketchikan, AK",V,1.00,0.00,0.00
D,10529,BDL,"Hartford, CT",V,2.00,0.00,0.00
D,14898,SMO,"Santa Monica, CA",V,2.00,0.00,0.00
D,12173,HNL,"Honolulu, HI",V,1.00,0.00,0.00
D,14236,PRB,"Paso Robles, CA",V,4.00,0.00,0.00
D,12191,HOU,"Houston, TX",V,4.00,0.00,0.00
D,14262,PSP,"Palm Springs, CA",V,8.00,0.00,0.00
D,12448,JAN,"Jackson/Vicksburg, MS",V,1.00,0.00,0.00
D,11997,GST,"Gustavus, AK",V,1.00,0.00,0.00
D,15956,XWW,"Driggs, ID",V,1.00,0.00,0.00
D,12441,JAC,"Jackson, WY",V,1.00,0.00,0.00
D,13830,OGG,"Kahului, HI",V,1.00,0.00,0.00
D,12889,LAS,"Las Vegas, NV",V,11.00,0.00,0.00
D,12892,LAX,"Los Angeles, CA",V,9.00,0.00,0.00
D,14730,SDF,"Louisville, KY",V,2.00,0.00,0.00
D,13341,MKC,"Kansas City, MO",V,2.00,0.00,0.00
D,13303,MIA,"Miami, FL",V,2.00,0.00,0.00
D,10543,BEH,"Benton Harbor/St. Joseph, MI",V,1.00,0.00,0.00
D,10693,BNA,"Nashville, TN",V,4.00,0.00,0.00
D,10325,APA,"Denver, CO",V,5.00,0.00,0.00
D,15070,SWF,"Newburgh/Poughkeepsie, NY",V,1.00,0.00,0.00
D,13495,MSY,"New Orleans, LA",V,1.00,0.00,0.00
D,12478,JFK,"New York, NY",V,1.00,0.00,0.00
D,10185,AEX,"Alexandria, LA",V,1.00,0.00,0.00
D,11618,EWR,"Newark, NJ",V,1.00,0.00,0.00
D,14530,RIL,"Rifle, CO",V,2.00,0.00,0.00
D,13796,OAK,"Oakland, CA",V,10.00,0.00,0.00
D,13851,OKC,"Oklahoma City, OK",V,1.00,0.00,0.00
D,13871,OMA,"Omaha, NE",V,1.00,0.00,0.00
D,13891,ONT,"Ontario, CA",V,2.00,0.00,0.00
D,13204,MCO,"Orlando, FL",V,2.00,0.00,0.00
D,14967,SQL,"San Carlos, CA",V,4.00,0.00,0.00
D,11728,FOK,"Westhampton, NY",V,1.00,0.00,0.00
D,14100,PHL,"Philadelphia, PA",V,1.00,0.00,0.00
D,14107,PHX,"Phoenix, AZ",V,5.00,0.00,0.00
D,14057,PDX,"Portland, OR",V,5.00,0.00,0.00
D,14492,RDU,"Raleigh/Durham, NC",V,1.00,0.00,0.00
D,14570,RNO,"Reno, NV",V,2.00,0.00,0.00
D,14524,RIC,"Richmond, VA",V,1.00,0.00,0.00
D,15411,TYR,"Tyler, TX",V,1.00,0.00,0.00
D,10666,BLI,"Bellingham, WA",V,1.00,0.00,0.00
D,15016,STL,"St. Louis, MO",V,1.00,0.00,0.00
D,12247,HWD,"Hayward, CA",V,1.00,0.00,0.00
D,14869,SLC,"Salt Lake City, UT",V,7.00,0.00,0.00
D,14683,SAT,"San Antonio, TX",V,2.00,0.00,0.00
D,14679,SAN,"San Diego, CA",V,4.00,0.00,0.00
D,14771,SFO,"San Francisco, CA",V,10.00,0.00,0.00
D,14831,SJC,"San Jose, CA",V,16.00,0.00,0.00
D,14843,SJU,"San Juan, PR",V,2.00,0.00,0.00
D,14908,SNA,"Santa Ana, CA",V,13.00,0.00,0.00
D,15232,TKF,"Truckee, CA",V,3.00,0.00,0.00
D,15304,TPA,"Tampa, FL",V,2.00,0.00,0.00
D,14430,QQT,"Peachtree City, GA",V,1.00,0.00,0.00
D,15376,TUS,"Tucson, AZ",V,2.00,0.00,0.00
D,15370,TUL,"Tulsa, OK",V,1.00,0.00,0.00
D,11295,DET,"Detroit, MI",V,3.00,0.00,0.00
D,13388,MMH,"Mammoth Lakes, CA",V,1.00,0.00,0.00
D,11041,CLD,"Carlsbad, CA",V,4.00,0.00,0.00
D,12264,IAD,"Washington, DC",V,5.00,0.00,0.00
D,14027,PBI,"West Palm Beach/Palm Beach, FL",V,2.00,0.00,0.00
D,12197,HPN,"White Plains, NY",V,1.00,0.00,0.00
D,11764,FRG,"East Farmingdale, NY",V,1.00,0.00,0.00
D,15618,VNY,"Van Nuys, CA",V,66.00,0.00,0.00
D,10423,AUS,"Austin, TX",V,12.00,0.00,0.00
D,15167,TEB,"Teterboro, NJ",V,16.00,0.00,0.00
D,11996,GSP,"Greer, SC",V,1.00,0.00,0.00
D,13158,MAF,"Midland/Odessa, TX",V,2.00,0.00,0.00
D,13570,MYF,"San Diego, CA",V,1.00,0.00,0.00
D,15511,UVA,"Uvalde, TX",V,1.00,0.00,0.00
D,14986,SRQ,"Sarasota/Bradenton, FL",V,1.00,0.00,0.00
D,14685,SAV,"Savannah, GA",V,2.00,0.00,0.00
D,13936,ORL,"Orlando, FL",V,1.00,0.00,0.00
D,15249,TLH,"Tallahassee, FL",V,1.00,0.00,0.00
D,12337,IN2,"Indianapolis, IN",V,1.00,0.00,0.00
D,10559,BFI,"Seattle, WA",V,6.00,0.00,0.00
D,12136,HIO,"Hillsboro, OR",V,1.00,0.00,0.00
D,13029,LNK,"Lincoln, NE",V,1.00,0.00,0.00
D,14736,SDM,"San Diego, CA",V,1.00,0.00,0.00
D,10154,ACK,"Nantucket, MA",V,1.00,0.00,0.00
D,15412,TYS,"Knoxville, TN",V,1.00,0.00,0.00
D,11165,CTH,"Coatesville, PA",V,1.00,0.00,0.00
D,11650,FCM,"Minneapolis, MN",V,1.00,0.00,0.00
D,11450,DVT,"Phoenix, AZ",V,1.00,0.00,0.00
D,14321,PWM,"Portland, ME",V,1.00,0.00,0.00
D,13771,NUQ,"Mountain View, CA",V,5.00,0.00,0.00
D,16560,OR4,"Bend, OR",V,1.00,0.00,0.00
D,13117,LVK,"Livermore, CA",V,1.00,0.00,0.00
D,12758,KOA,"Kona, HI",V,2.00,0.00,0.00
D,11002,CIC,"Chico, CA",V,1.00,0.00,0.00
D,13476,MRY,"Monterey, CA",V,3.00,0.00,0.00
D,10857,C01,"Camarillo, CA",V,1.00,0.00,0.00
D,14689,SBA,"Santa Barbara, CA",V,15.00,0.00,0.00
D,11233,CYS,"Cheyenne, WY",V,1.00,0.00,0.00
D,15325,TRM,"Thermal, CA",V,3.00,0.00,0.00
D,11977,GRB,"Green Bay, WI",V,2.00,0.00,0.00
D,10990,CHO,"Charlottesville, VA",V,1.00,0.00,0.00
D,13898,OPF,"Miami, FL",V,7.00,0.00,0.00
D,12018,GUP,"Gallup, NM",V,1.00,0.00,0.00
D,12184,HOM,"Homer, AK",V,1.00,0.00,0.00
D,11689,FL4,"Bunnell, FL",V,1.00,0.00,0.00
D,15447,UGN,"Waukegan, IL",V,1.00,0.00,0.00
D,10208,AGS,"Augusta, GA",V,3.00,0.00,0.00
D,10540,BED,"Bedford, MA",V,3.00,0.00,0.00
D,10849,BZN,"Bozeman, MT",V,3.00,0.00,0.00
D,14081,PGA,"Page, AZ",V,1.00,0.00,0.00
D,11421,DSI,"Destin, FL",V,1.00,0.00,0.00
D,13486,MSO,"Missoula, MT",V,2.00,0.00,0.00
D,10327,APC,"Napa, CA",V,5.00,0.00,0.00
D,13540,MVW,"Burlington/Mount Vernon, WA",V,1.00,0.00,0.00
D,14004,PAE,"Everett, WA",V,1.00,0.00,0.00
D,14050,PDK,"Atlanta, GA",V,2.00,0.00,0.00
D,14150,PLN,"Pellston, MI",V,1.00,0.00,0.00
D,11440,DUG,"Douglas, AZ",V,1.00,0.00,0.00
D,10630,BJC,"Broomfield, CO",V,1.00,0.00,0.00
D,13418,MNZ,"Manassas, VA",V,1.00,0.00,0.00
D,15380,TVC,"Traverse City, MI",V,1.00,0.00,0.00
D,14794,SGU,"St. George, UT",V,1.00,0.00,0.00
D,14314,PVU,"Provo, UT",V,1.00,0.00,0.00
D,13981,OVE,"Oroville, CA",V,2.00,0.00,0.00
D,15023,STS,"Santa Rosa, CA",V,1.00,0.00,0.00
D,14709,SCC,"Deadhorse, AK",K,15.00,2.00,0.00
D,13767,NUI,"Nuiqsut, AK",K,14.00,0.00,0.00
D,10397,ATL,"Atlanta, GA",V,181.00,5029.00,0.00
D,10821,BWI,"Baltimore, MD",V,558.00,17334.00,0.00
D,11057,CLT,"Charlotte, NC",V,110.00,3177.00,0.00
D,13930,ORD,"Chicago, IL",V,8.00,145.00,0.00
D,11193,CVG,"Cincinnati, OH",V,786.00,28576.00,0.00
D,11292,DEN,"Denver, CO",V,133.00,4676.00,0.00
D,11540,ELP,"El Paso, TX",V,25.00,411.00,0.00
D,14716,SCK,"Stockton, CA",V,1.00,27.00,0.00
D,10439,AWK,"Wake Island, TT",V,8.00,68.00,0.00
D,10529,BDL,"Hartford, CT",V,189.00,5343.00,0.00
D,12173,HNL,"Honolulu, HI",V,107.00,1933.00,0.00
D,12266,IAH,"Houston, TX",V,439.00,14087.00,0.00
D,13682,NIP,"Jacksonville, FL",V,12.00,81.00,0.00
D,13198,MCI,"Kansas City, MO",V,90.00,3567.00,0.00
D,13192,MCC,"Sacramento, CA",V,8.00,15.00,0.00
D,14853,SKF,"San Antonio, TX",V,1.00,18.00,0.00
D,12892,LAX,"Los Angeles, CA",V,194.00,5972.00,0.00
D,14730,SDF,"Louisville, KY",V,1.00,35.00,0.00
D,11375,DOV,"Dover, DE",V,4.00,62.00,0.00
D,13667,NGU,"Norfolk, VA",V,26.00,173.00,0.00
D,13303,MIA,"Miami, FL",V,16.00,290.00,0.00
D,13487,MSP,"Minneapolis, MN",V,90.00,1880.00,0.00
D,15842,WRI,"Fort Dix, NJ",V,26.00,208.00,0.00
D,12324,ILN,"Wilmington, OH",V,720.00,25247.00,0.00
D,14533,RIV,"Riverside, CA",V,88.00,2161.00,0.00
D,12478,JFK,"New York, NY",V,179.00,3512.00,0.00
D,13891,ONT,"Ontario, CA",V,243.00,10232.00,0.00
D,13204,MCO,"Orlando, FL",V,1.00,14.00,0.00
D,14107,PHX,"Phoenix, AZ",V,184.00,6098.00,0.00
D,14122,PIT,"Pittsburgh, PA",V,1.00,14.00,0.00
D,14057,PDX,"Portland, OR",V,208.00,6695.00,0.00
D,14512,RFD,"Rockford, IL",V,466.00,16524.00,0.00
D,14893,SMF,"Sacramento, CA",V,90.00,3726.00,0.00
D,15016,STL,"St. Louis, MO",V,17.00,562.00,0.00
D,14771,SFO,"San Francisco, CA",V,175.00,5551.00,0.00
D,14747,SEA,"Seattle, WA",V,532.00,12832.00,0.00
D,14691,SBD,"San Bernardino, CA",V,353.00,11666.00,0.00
D,15304,TPA,"Tampa, FL",V,251.00,6621.00,0.00
D,13788,VQQ,"Jacksonville, FL",V,1.00,0.00,0.00
D,12264,IAD,"Washington, DC",V,5.00,166.00,0.00
D,10299,ANC,"Anchorage, AK",V,90.00,690.00,0.00
D,10423,AUS,"Austin, TX",V,158.00,5745.00,0.00
D,10194,AFW,"Dallas/Fort Worth, TX",V,365.00,12539.00,0.00
D,14259,PSM,"Portsmouth, NH",V,14.00,146.00,0.00
D,11884,GEG,"Spokane, WA",V,1.00,18.00,0.00
D,15422,UAM,"Guam, TT",V,2.00,10.00,0.00
D,15045,SUU,"Fairfield, CA",V,26.00,306.00,0.00
D,13656,NFL,"Fallon, NV",V,1.00,2.00,0.00
D,10135,ABE,"Allentown/Bethlehem/Easton, PA",V,172.00,2399.00,0.00
D,12982,LIH,"Lihue, HI",V,82.00,625.00,0.00
D,12134,HIK,"Honolulu, HI",V,47.00,782.00,0.00
D,12882,LAL,"Lakeland, FL",V,181.00,4017.00,0.00
D,11487,EDF,"Anchorage, AK",V,6.00,125.00,0.00
D,13087,LSV,"Las Vegas, NV",V,1.00,2.00,0.00
D,10792,BUF,"Buffalo, NY",V,1.00,,
D,15295,TOL,"Toledo, OH",V,1.00,,
D,10994,CHS,"Charleston, SC",V,1.00,10.00,0.00
D,11042,CLE,"Cleveland, OH",V,3.00,,
D,14275,PTK,"Pontiac, MI",V,64.00,3.00,0.00
D,11540,ELP,"El Paso, TX",V,83.00,203.00,0.00
D,11995,GSO,"Greensboro/High Point, NC",V,1.00,,
